ngan_hang,rate12,updated_at_vn,updated_at_webgia
OCB,6.5,2026-02-15 13:11:23,2026-02-15 13:10:23
oceanbank,5.7,2026-02-15 13:11:23,2026-02-15 13:10:23
PGBank,7.2,2026-02-15 13:11:23,2026-02-15 13:10:23
PublicBank,6.5,2026-02-15 13:11:23,2026-02-15 13:10:23
PVcomBank,9.0,2026-02-15 13:11:23,2026-02-15 13:10:23
Saigonbank,6.3,2026-02-15 13:11:23,2026-02-15 13:10:23
SCB,3.7,2026-02-15 13:11:23,2026-02-15 13:10:23
SeABank,4.5,2026-02-15 13:11:23,2026-02-15 13:10:23
VCBNeo,5.3,2026-02-15 13:11:23,2026-02-15 13:10:23
VietCapitalBank,6.45,2026-02-15 13:11:23,2026-02-15 13:10:23
Vietcombank,4.6,2026-02-15 13:11:23,2026-02-15 13:10:23
VietinBank,5.2,2026-02-15 13:11:23,2026-02-15 13:10:23
VPBank,5.8,2026-02-15 13:11:23,2026-02-15 13:10:23
VRB,6.2,2026-02-15 13:11:23,2026-02-15 13:10:23
Agribank,4.7,2026-02-15 14:10:55,2026-02-15 14:10:23
Bắc Á,6.85,2026-02-15 14:10:55,2026-02-15 14:10:23
Bảo Việt,6.1,2026-02-15 14:10:55,2026-02-15 14:10:23
BIDV,5.2,2026-02-15 14:10:55,2026-02-15 14:10:23
GPBank,5.2,2026-02-15 14:10:55,2026-02-15 14:10:23
Hong Leong,4.6,2026-02-15 14:10:55,2026-02-15 14:10:23
Indovina,5.8,2026-02-15 14:10:55,2026-02-15 14:10:23
Kiên Long,5.5,2026-02-15 14:10:55,2026-02-15 14:10:23
MSB,5.3,2026-02-15 14:10:55,2026-02-15 14:10:23
MB,4.85,2026-02-15 14:10:55,2026-02-15 14:10:23
OCB,6.5,2026-02-15 14:10:55,2026-02-15 14:10:23
oceanbank,5.7,2026-02-15 14:10:55,2026-02-15 14:10:23
PGBank,7.2,2026-02-15 14:10:55,2026-02-15 14:10:23
PublicBank,6.5,2026-02-15 14:10:55,2026-02-15 14:10:23
PVcomBank,9.0,2026-02-15 14:10:55,2026-02-15 14:10:23
Saigonbank,6.3,2026-02-15 14:10:55,2026-02-15 14:10:23
SCB,3.7,2026-02-15 14:10:55,2026-02-15 14:10:23
SeABank,4.5,2026-02-15 14:10:55,2026-02-15 14:10:23
VCBNeo,5.3,2026-02-15 14:10:55,2026-02-15 14:10:23
VietCapitalBank,6.45,2026-02-15 14:10:55,2026-02-15 14:10:23
Vietcombank,4.6,2026-02-15 14:10:55,2026-02-15 14:10:23
VietinBank,5.2,2026-02-15 14:10:55,2026-02-15 14:10:23
VPBank,5.8,2026-02-15 14:10:55,2026-02-15 14:10:23
VRB,6.2,2026-02-15 14:10:55,2026-02-15 14:10:23
Agribank,4.7,2026-02-15 14:53:22,2026-02-15 14:50:23
Bắc Á,6.85,2026-02-15 14:53:22,2026-02-15 14:50:23
Bảo Việt,6.1,2026-02-15 14:53:22,2026-02-15 14:50:23
BIDV,5.2,2026-02-15 14:53:22,2026-02-15 14:50:23
GPBank,5.2,2026-02-15 14:53:22,2026-02-15 14:50:23
Hong Leong,4.6,2026-02-15 14:53:22,2026-02-15 14:50:23
Indovina,5.8,2026-02-15 14:53:22,2026-02-15 14:50:23
Kiên Long,5.5,2026-02-15 14:53:22,2026-02-15 14:50:23
MSB,5.3,2026-02-15 14:53:22,2026-02-15 14:50:23
MB,4.85,2026-02-15 14:53:22,2026-02-15 14:50:23
OCB,6.5,2026-02-15 14:53:22,2026-02-15 14:50:23
oceanbank,5.7,2026-02-15 14:53:22,2026-02-15 14:50:23
PGBank,7.2,2026-02-15 14:53:22,2026-02-15 14:50:23
PublicBank,6.5,2026-02-15 14:53:22,2026-02-15 14:50:23
PVcomBank,9.0,2026-02-15 14:53:22,2026-02-15 14:50:23
Saigonbank,6.3,2026-02-15 14:53:22,2026-02-15 14:50:23
SCB,3.7,2026-02-15 14:53:22,2026-02-15 14:50:23
SeABank,4.5,2026-02-15 14:53:22,2026-02-15 14:50:23
VCBNeo,5.3,2026-02-15 14:53:22,2026-02-15 14:50:23
VietCapitalBank,6.45,2026-02-15 14:53:22,2026-02-15 14:50:23
Vietcombank,4.6,2026-02-15 14:53:22,2026-02-15 14:50:23
VietinBank,5.2,2026-02-15 14:53:22,2026-02-15 14:50:23
VPBank,5.8,2026-02-15 14:53:22,2026-02-15 14:50:23
VRB,6.2,2026-02-15 14:53:22,2026-02-15 14:50:23
Agribank,4.7,2026-02-15 15:18:51,2026-02-15 15:10:23
Bắc Á,6.85,2026-02-15 15:18:51,2026-02-15 15:10:23
Bảo Việt,6.1,2026-02-15 15:18:51,2026-02-15 15:10:23
BIDV,5.2,2026-02-15 15:18:51,2026-02-15 15:10:23
GPBank,5.2,2026-02-15 15:18:51,2026-02-15 15:10:23
Hong Leong,4.6,2026-02-15 15:18:51,2026-02-15 15:10:23
Indovina,5.8,2026-02-15 15:18:51,2026-02-15 15:10:23
Kiên Long,5.5,2026-02-15 15:18:51,2026-02-15 15:10:23
MSB,5.3,2026-02-15 15:18:51,2026-02-15 15:10:23
MB,4.85,2026-02-15 15:18:51,2026-02-15 15:10:23
OCB,6.5,2026-02-15 15:18:51,2026-02-15 15:10:23
oceanbank,5.7,2026-02-15 15:18:51,2026-02-15 15:10:23
PGBank,7.2,2026-02-15 15:18:51,2026-02-15 15:10:23
PublicBank,6.5,2026-02-15 15:18:51,2026-02-15 15:10:23
PVcomBank,9.0,2026-02-15 15:18:51,2026-02-15 15:10:23
Saigonbank,6.3,2026-02-15 15:18:51,2026-02-15 15:10:23
SCB,3.7,2026-02-15 15:18:51,2026-02-15 15:10:23
SeABank,4.5,2026-02-15 15:18:51,2026-02-15 15:10:23
VCBNeo,5.3,2026-02-15 15:18:51,2026-02-15 15:10:23
VietCapitalBank,6.45,2026-02-15 15:18:51,2026-02-15 15:10:23
Vietcombank,4.6,2026-02-15 15:18:51,2026-02-15 15:10:23
VietinBank,5.2,2026-02-15 15:18:51,2026-02-15 15:10:23
VPBank,5.8,2026-02-15 15:18:51,2026-02-15 15:10:23
VRB,6.2,2026-02-15 15:18:51,2026-02-15 15:10:23
Agribank,4.7,2026-02-15 15:55:03,2026-02-15 15:50:24
Bắc Á,6.85,2026-02-15 15:55:03,2026-02-15 15:50:24
Bảo Việt,6.1,2026-02-15 15:55:03,2026-02-15 15:50:24
BIDV,5.2,2026-02-15 15:55:03,2026-02-15 15:50:24
GPBank,5.2,2026-02-15 15:55:03,2026-02-15 15:50:24
Hong Leong,4.6,2026-02-15 15:55:03,2026-02-15 15:50:24
Indovina,5.8,2026-02-15 15:55:03,2026-02-15 15:50:24
Kiên Long,5.5,2026-02-15 15:55:03,2026-02-15 15:50:24
MSB,5.3,2026-02-15 15:55:03,2026-02-15 15:50:24
MB,4.85,2026-02-15 15:55:03,2026-02-15 15:50:24
OCB,6.5,2026-02-15 15:55:03,2026-02-15 15:50:24
oceanbank,5.7,2026-02-15 15:55:03,2026-02-15 15:50:24
PGBank,7.2,2026-02-15 15:55:03,2026-02-15 15:50:24
PublicBank,6.5,2026-02-15 15:55:03,2026-02-15 15:50:24
PVcomBank,9.0,2026-02-15 15:55:03,2026-02-15 15:50:24
Saigonbank,6.3,2026-02-15 15:55:03,2026-02-15 15:50:24
SCB,3.7,2026-02-15 15:55:03,2026-02-15 15:50:24
SeABank,4.5,2026-02-15 15:55:03,2026-02-15 15:50:24
VCBNeo,5.3,2026-02-15 15:55:03,2026-02-15 15:50:24
VietCapitalBank,6.45,2026-02-15 15:55:03,2026-02-15 15:50:24
Vietcombank,4.6,2026-02-15 15:55:03,2026-02-15 15:50:24
VietinBank,5.2,2026-02-15 15:55:03,2026-02-15 15:50:24
VPBank,5.8,2026-02-15 15:55:03,2026-02-15 15:50:24
VRB,6.2,2026-02-15 15:55:03,2026-02-15 15:50:24
Agribank,4.7,2026-02-15 16:20:12,2026-02-15 16:10:23
Bắc Á,6.85,2026-02-15 16:20:12,2026-02-15 16:10:23
Bảo Việt,6.1,2026-02-15 16:20:12,2026-02-15 16:10:23
BIDV,5.2,2026-02-15 16:20:12,2026-02-15 16:10:23
GPBank,5.2,2026-02-15 16:20:12,2026-02-15 16:10:23
Hong Leong,4.6,2026-02-15 16:20:12,2026-02-15 16:10:23
Indovina,5.8,2026-02-15 16:20:12,2026-02-15 16:10:23
Kiên Long,5.5,2026-02-15 16:20:12,2026-02-15 16:10:23
MSB,5.3,2026-02-15 16:20:12,2026-02-15 16:10:23
MB,4.85,2026-02-15 16:20:12,2026-02-15 16:10:23
OCB,6.5,2026-02-15 16:20:12,2026-02-15 16:10:23
oceanbank,5.7,2026-02-15 16:20:12,2026-02-15 16:10:23
PGBank,7.2,2026-02-15 16:20:12,2026-02-15 16:10:23
PublicBank,6.5,2026-02-15 16:20:12,2026-02-15 16:10:23
PVcomBank,9.0,2026-02-15 16:20:12,2026-02-15 16:10:23
Saigonbank,6.3,2026-02-15 16:20:12,2026-02-15 16:10:23
SCB,3.7,2026-02-15 16:20:12,2026-02-15 16:10:23
SeABank,4.5,2026-02-15 16:20:12,2026-02-15 16:10:23
VCBNeo,5.3,2026-02-15 16:20:12,2026-02-15 16:10:23
VietCapitalBank,6.45,2026-02-15 16:20:12,2026-02-15 16:10:23
Vietcombank,4.6,2026-02-15 16:20:12,2026-02-15 16:10:23
VietinBank,5.2,2026-02-15 16:20:12,2026-02-15 16:10:23
VPBank,5.8,2026-02-15 16:20:12,2026-02-15 16:10:23
VRB,6.2,2026-02-15 16:20:12,2026-02-15 16:10:23
Agribank,4.7,2026-02-15 16:52:13,2026-02-15 16:50:24
Bắc Á,6.85,2026-02-15 16:52:13,2026-02-15 16:50:24
Bảo Việt,6.1,2026-02-15 16:52:13,2026-02-15 16:50:24
BIDV,5.2,2026-02-15 16:52:13,2026-02-15 16:50:24
GPBank,5.2,2026-02-15 16:52:13,2026-02-15 16:50:24
Hong Leong,4.6,2026-02-15 16:52:13,2026-02-15 16:50:24
Indovina,5.8,2026-02-15 16:52:13,2026-02-15 16:50:24
Kiên Long,5.5,2026-02-15 16:52:13,2026-02-15 16:50:24
MSB,5.3,2026-02-15 16:52:13,2026-02-15 16:50:24
MB,4.85,2026-02-15 16:52:13,2026-02-15 16:50:24
OCB,6.5,2026-02-15 16:52:13,2026-02-15 16:50:24
oceanbank,5.7,2026-02-15 16:52:13,2026-02-15 16:50:24
PGBank,7.2,2026-02-15 16:52:13,2026-02-15 16:50:24
PublicBank,6.5,2026-02-15 16:52:13,2026-02-15 16:50:24
PVcomBank,9.0,2026-02-15 16:52:13,2026-02-15 16:50:24
Saigonbank,6.3,2026-02-15 16:52:13,2026-02-15 16:50:24
SCB,3.7,2026-02-15 16:52:13,2026-02-15 16:50:24
SeABank,4.5,2026-02-15 16:52:13,2026-02-15 16:50:24
VCBNeo,5.3,2026-02-15 16:52:13,2026-02-15 16:50:24
VietCapitalBank,6.45,2026-02-15 16:52:13,2026-02-15 16:50:24
Vietcombank,4.6,2026-02-15 16:52:13,2026-02-15 16:50:24
VietinBank,5.2,2026-02-15 16:52:13,2026-02-15 16:50:24
VPBank,5.8,2026-02-15 16:52:13,2026-02-15 16:50:24
VRB,6.2,2026-02-15 16:52:13,2026-02-15 16:50:24
Agribank,4.7,2026-02-15 17:14:41,2026-02-15 17:10:23
Bắc Á,6.85,2026-02-15 17:14:41,2026-02-15 17:10:23
Bảo Việt,6.1,2026-02-15 17:14:41,2026-02-15 17:10:23
BIDV,5.2,2026-02-15 17:14:41,2026-02-15 17:10:23
GPBank,5.2,2026-02-15 17:14:41,2026-02-15 17:10:23
Hong Leong,4.6,2026-02-15 17:14:41,2026-02-15 17:10:23
Indovina,5.8,2026-02-15 17:14:41,2026-02-15 17:10:23
Kiên Long,5.5,2026-02-15 17:14:41,2026-02-15 17:10:23
MSB,5.3,2026-02-15 17:14:41,2026-02-15 17:10:23
MB,4.85,2026-02-15 17:14:41,2026-02-15 17:10:23
OCB,6.5,2026-02-15 17:14:41,2026-02-15 17:10:23
oceanbank,5.7,2026-02-15 17:14:41,2026-02-15 17:10:23
PGBank,7.2,2026-02-15 17:14:41,2026-02-15 17:10:23
PublicBank,6.5,2026-02-15 17:14:41,2026-02-15 17:10:23
PVcomBank,9.0,2026-02-15 17:14:41,2026-02-15 17:10:23
Saigonbank,6.3,2026-02-15 17:14:41,2026-02-15 17:10:23
SCB,3.7,2026-02-15 17:14:41,2026-02-15 17:10:23
SeABank,4.5,2026-02-15 17:14:41,2026-02-15 17:10:23
VCBNeo,5.3,2026-02-15 17:14:41,2026-02-15 17:10:23
VietCapitalBank,6.45,2026-02-15 17:14:41,2026-02-15 17:10:23
Vietcombank,4.6,2026-02-15 17:14:41,2026-02-15 17:10:23
VietinBank,5.2,2026-02-15 17:14:41,2026-02-15 17:10:23
VPBank,5.8,2026-02-15 17:14:41,2026-02-15 17:10:23
VRB,6.2,2026-02-15 17:14:41,2026-02-15 17:10:23
Agribank,4.7,2026-02-15 17:51:09,2026-02-15 17:50:23
Bắc Á,6.85,2026-02-15 17:51:09,2026-02-15 17:50:23
Bảo Việt,6.1,2026-02-15 17:51:09,2026-02-15 17:50:23
BIDV,5.2,2026-02-15 17:51:09,2026-02-15 17:50:23
GPBank,5.2,2026-02-15 17:51:09,2026-02-15 17:50:23
Hong Leong,4.6,2026-02-15 17:51:09,2026-02-15 17:50:23
Indovina,5.8,2026-02-15 17:51:09,2026-02-15 17:50:23
Kiên Long,5.5,2026-02-15 17:51:09,2026-02-15 17:50:23
MSB,5.3,2026-02-15 17:51:09,2026-02-15 17:50:23
MB,4.85,2026-02-15 17:51:09,2026-02-15 17:50:23
OCB,6.5,2026-02-15 17:51:09,2026-02-15 17:50:23
oceanbank,5.7,2026-02-15 17:51:09,2026-02-15 17:50:23
PGBank,7.2,2026-02-15 17:51:09,2026-02-15 17:50:23
PublicBank,6.5,2026-02-15 17:51:09,2026-02-15 17:50:23
PVcomBank,9.0,2026-02-15 17:51:09,2026-02-15 17:50:23
Saigonbank,6.3,2026-02-15 17:51:09,2026-02-15 17:50:23
SCB,3.7,2026-02-15 17:51:09,2026-02-15 17:50:23
SeABank,4.5,2026-02-15 17:51:09,2026-02-15 17:50:23
VCBNeo,5.3,2026-02-15 17:51:09,2026-02-15 17:50:23
VietCapitalBank,6.45,2026-02-15 17:51:09,2026-02-15 17:50:23
Vietcombank,4.6,2026-02-15 17:51:09,2026-02-15 17:50:23
VietinBank,5.2,2026-02-15 17:51:09,2026-02-15 17:50:23
VPBank,5.8,2026-02-15 17:51:09,2026-02-15 17:50:23
VRB,6.2,2026-02-15 17:51:09,2026-02-15 17:50:23
Agribank,4.7,2026-02-15 18:13:26,2026-02-15 18:10:23
Bắc Á,6.85,2026-02-15 18:13:26,2026-02-15 18:10:23
Bảo Việt,6.1,2026-02-15 18:13:26,2026-02-15 18:10:23
BIDV,5.2,2026-02-15 18:13:26,2026-02-15 18:10:23
GPBank,5.2,2026-02-15 18:13:26,2026-02-15 18:10:23
Hong Leong,4.6,2026-02-15 18:13:26,2026-02-15 18:10:23
Indovina,5.8,2026-02-15 18:13:26,2026-02-15 18:10:23
Kiên Long,5.5,2026-02-15 18:13:26,2026-02-15 18:10:23
MSB,5.3,2026-02-15 18:13:26,2026-02-15 18:10:23
MB,4.85,2026-02-15 18:13:26,2026-02-15 18:10:23
OCB,6.5,2026-02-15 18:13:26,2026-02-15 18:10:23
oceanbank,5.7,2026-02-15 18:13:26,2026-02-15 18:10:23
PGBank,7.2,2026-02-15 18:13:26,2026-02-15 18:10:23
PublicBank,6.5,2026-02-15 18:13:26,2026-02-15 18:10:23
PVcomBank,9.0,2026-02-15 18:13:26,2026-02-15 18:10:23
Saigonbank,6.3,2026-02-15 18:13:26,2026-02-15 18:10:23
SCB,3.7,2026-02-15 18:13:26,2026-02-15 18:10:23
SeABank,4.5,2026-02-15 18:13:26,2026-02-15 18:10:23
VCBNeo,5.3,2026-02-15 18:13:26,2026-02-15 18:10:23
VietCapitalBank,6.45,2026-02-15 18:13:26,2026-02-15 18:10:23
Vietcombank,4.6,2026-02-15 18:13:26,2026-02-15 18:10:23
VietinBank,5.2,2026-02-15 18:13:26,2026-02-15 18:10:23
VPBank,5.8,2026-02-15 18:13:26,2026-02-15 18:10:23
VRB,6.2,2026-02-15 18:13:26,2026-02-15 18:10:23
Agribank,4.7,2026-02-15 18:42:31,2026-02-15 18:40:24
Bắc Á,6.85,2026-02-15 18:42:31,2026-02-15 18:40:24
Bảo Việt,6.1,2026-02-15 18:42:31,2026-02-15 18:40:24
BIDV,5.2,2026-02-15 18:42:31,2026-02-15 18:40:24
GPBank,5.2,2026-02-15 18:42:31,2026-02-15 18:40:24
Hong Leong,4.6,2026-02-15 18:42:31,2026-02-15 18:40:24
Indovina,5.8,2026-02-15 18:42:31,2026-02-15 18:40:24
Kiên Long,5.5,2026-02-15 18:42:31,2026-02-15 18:40:24
MSB,5.3,2026-02-15 18:42:31,2026-02-15 18:40:24
MB,4.85,2026-02-15 18:42:31,2026-02-15 18:40:24
OCB,6.5,2026-02-15 18:42:31,2026-02-15 18:40:24
oceanbank,5.7,2026-02-15 18:42:31,2026-02-15 18:40:24
PGBank,7.2,2026-02-15 18:42:31,2026-02-15 18:40:24
PublicBank,6.5,2026-02-15 18:42:31,2026-02-15 18:40:24
PVcomBank,9.0,2026-02-15 18:42:31,2026-02-15 18:40:24
Saigonbank,6.3,2026-02-15 18:42:31,2026-02-15 18:40:24
SCB,3.7,2026-02-15 18:42:31,2026-02-15 18:40:24
SeABank,4.5,2026-02-15 18:42:31,2026-02-15 18:40:24
VCBNeo,5.3,2026-02-15 18:42:31,2026-02-15 18:40:24
VietCapitalBank,6.45,2026-02-15 18:42:31,2026-02-15 18:40:24
Vietcombank,4.6,2026-02-15 18:42:31,2026-02-15 18:40:24
VietinBank,5.2,2026-02-15 18:42:31,2026-02-15 18:40:24
VPBank,5.8,2026-02-15 18:42:31,2026-02-15 18:40:24
VRB,6.2,2026-02-15 18:42:31,2026-02-15 18:40:24
Agribank,4.7,2026-02-15 19:22:12,2026-02-15 18:50:23
Bắc Á,6.85,2026-02-15 19:22:12,2026-02-15 18:50:23
Bảo Việt,6.1,2026-02-15 19:22:12,2026-02-15 18:50:23
BIDV,5.2,2026-02-15 19:22:12,2026-02-15 18:50:23
GPBank,5.2,2026-02-15 19:22:12,2026-02-15 18:50:23
Hong Leong,4.6,2026-02-15 19:22:12,2026-02-15 18:50:23
Indovina,5.8,2026-02-15 19:22:12,2026-02-15 18:50:23
Kiên Long,5.5,2026-02-15 19:22:12,2026-02-15 18:50:23
MSB,5.3,2026-02-15 19:22:12,2026-02-15 18:50:23
MB,4.85,2026-02-15 19:22:12,2026-02-15 18:50:23
OCB,6.5,2026-02-15 19:22:12,2026-02-15 18:50:23
oceanbank,5.7,2026-02-15 19:22:12,2026-02-15 18:50:23
PGBank,7.2,2026-02-15 19:22:12,2026-02-15 18:50:23
PublicBank,6.5,2026-02-15 19:22:12,2026-02-15 18:50:23
PVcomBank,9.0,2026-02-15 19:22:12,2026-02-15 18:50:23
Saigonbank,6.3,2026-02-15 19:22:12,2026-02-15 18:50:23
SCB,3.7,2026-02-15 19:22:12,2026-02-15 18:50:23
SeABank,4.5,2026-02-15 19:22:12,2026-02-15 18:50:23
VCBNeo,5.3,2026-02-15 19:22:12,2026-02-15 18:50:23
VietCapitalBank,6.45,2026-02-15 19:22:12,2026-02-15 18:50:23
Vietcombank,4.6,2026-02-15 19:22:12,2026-02-15 18:50:23
VietinBank,5.2,2026-02-15 19:22:12,2026-02-15 18:50:23
VPBank,5.8,2026-02-15 19:22:12,2026-02-15 18:50:23
VRB,6.2,2026-02-15 19:22:12,2026-02-15 18:50:23
Agribank,4.7,2026-02-15 20:24:51,2026-02-15 18:50:23
Bắc Á,6.85,2026-02-15 20:24:51,2026-02-15 18:50:23
Bảo Việt,6.1,2026-02-15 20:24:51,2026-02-15 18:50:23
BIDV,5.2,2026-02-15 20:24:51,2026-02-15 18:50:23
GPBank,5.2,2026-02-15 20:24:51,2026-02-15 18:50:23
Hong Leong,4.6,2026-02-15 20:24:51,2026-02-15 18:50:23
Indovina,5.8,2026-02-15 20:24:51,2026-02-15 18:50:23
Kiên Long,5.5,2026-02-15 20:24:51,2026-02-15 18:50:23
MSB,5.3,2026-02-15 20:24:51,2026-02-15 18:50:23
MB,4.85,2026-02-15 20:24:51,2026-02-15 18:50:23
OCB,6.5,2026-02-15 20:24:51,2026-02-15 18:50:23
oceanbank,5.7,2026-02-15 20:24:51,2026-02-15 18:50:23
PGBank,7.2,2026-02-15 20:24:51,2026-02-15 18:50:23
PublicBank,6.5,2026-02-15 20:24:51,2026-02-15 18:50:23
PVcomBank,9.0,2026-02-15 20:24:51,2026-02-15 18:50:23
Saigonbank,6.3,2026-02-15 20:24:51,2026-02-15 18:50:23
SCB,3.7,2026-02-15 20:24:51,2026-02-15 18:50:23
SeABank,4.5,2026-02-15 20:24:51,2026-02-15 18:50:23
VCBNeo,5.3,2026-02-15 20:24:51,2026-02-15 18:50:23
VietCapitalBank,6.45,2026-02-15 20:24:51,2026-02-15 18:50:23
Vietcombank,4.6,2026-02-15 20:24:51,2026-02-15 18:50:23
VietinBank,5.2,2026-02-15 20:24:51,2026-02-15 18:50:23
VPBank,5.8,2026-02-15 20:24:51,2026-02-15 18:50:23
VRB,6.2,2026-02-15 20:24:51,2026-02-15 18:50:23
Agribank,4.7,2026-02-15 20:58:09,2026-02-15 18:50:23
Bắc Á,6.85,2026-02-15 20:58:09,2026-02-15 18:50:23
Bảo Việt,6.1,2026-02-15 20:58:09,2026-02-15 18:50:23
BIDV,5.2,2026-02-15 20:58:09,2026-02-15 18:50:23
GPBank,5.2,2026-02-15 20:58:09,2026-02-15 18:50:23
Hong Leong,4.6,2026-02-15 20:58:09,2026-02-15 18:50:23
Indovina,5.8,2026-02-15 20:58:09,2026-02-15 18:50:23
Kiên Long,5.5,2026-02-15 20:58:09,2026-02-15 18:50:23
MSB,5.3,2026-02-15 20:58:09,2026-02-15 18:50:23
MB,4.85,2026-02-15 20:58:09,2026-02-15 18:50:23
OCB,6.5,2026-02-15 20:58:09,2026-02-15 18:50:23
oceanbank,5.7,2026-02-15 20:58:09,2026-02-15 18:50:23
PGBank,7.2,2026-02-15 20:58:09,2026-02-15 18:50:23
PublicBank,6.5,2026-02-15 20:58:09,2026-02-15 18:50:23
PVcomBank,9.0,2026-02-15 20:58:09,2026-02-15 18:50:23
Saigonbank,6.3,2026-02-15 20:58:09,2026-02-15 18:50:23
SCB,3.7,2026-02-15 20:58:09,2026-02-15 18:50:23
SeABank,4.5,2026-02-15 20:58:09,2026-02-15 18:50:23
VCBNeo,5.3,2026-02-15 20:58:09,2026-02-15 18:50:23
VietCapitalBank,6.45,2026-02-15 20:58:09,2026-02-15 18:50:23
Vietcombank,4.6,2026-02-15 20:58:09,2026-02-15 18:50:23
VietinBank,5.2,2026-02-15 20:58:09,2026-02-15 18:50:23
VPBank,5.8,2026-02-15 20:58:09,2026-02-15 18:50:23
VRB,6.2,2026-02-15 20:58:09,2026-02-15 18:50:23
Agribank,4.7,2026-02-15 21:22:41,2026-02-15 18:50:23
Bắc Á,6.85,2026-02-15 21:22:41,2026-02-15 18:50:23
Bảo Việt,6.1,2026-02-15 21:22:41,2026-02-15 18:50:23
BIDV,5.2,2026-02-15 21:22:41,2026-02-15 18:50:23
GPBank,5.2,2026-02-15 21:22:41,2026-02-15 18:50:23
Hong Leong,4.6,2026-02-15 21:22:41,2026-02-15 18:50:23
Indovina,5.8,2026-02-15 21:22:41,2026-02-15 18:50:23
Kiên Long,5.5,2026-02-15 21:22:41,2026-02-15 18:50:23
MSB,5.3,2026-02-15 21:22:41,2026-02-15 18:50:23
MB,4.85,2026-02-15 21:22:41,2026-02-15 18:50:23
OCB,6.5,2026-02-15 21:22:41,2026-02-15 18:50:23
oceanbank,5.7,2026-02-15 21:22:41,2026-02-15 18:50:23
PGBank,7.2,2026-02-15 21:22:41,2026-02-15 18:50:23
PublicBank,6.5,2026-02-15 21:22:41,2026-02-15 18:50:23
PVcomBank,9.0,2026-02-15 21:22:41,2026-02-15 18:50:23
Saigonbank,6.3,2026-02-15 21:22:41,2026-02-15 18:50:23
SCB,3.7,2026-02-15 21:22:41,2026-02-15 18:50:23
SeABank,4.5,2026-02-15 21:22:41,2026-02-15 18:50:23
VCBNeo,5.3,2026-02-15 21:22:41,2026-02-15 18:50:23
VietCapitalBank,6.45,2026-02-15 21:22:41,2026-02-15 18:50:23
Vietcombank,4.6,2026-02-15 21:22:41,2026-02-15 18:50:23
VietinBank,5.2,2026-02-15 21:22:41,2026-02-15 18:50:23
VPBank,5.8,2026-02-15 21:22:41,2026-02-15 18:50:23
VRB,6.2,2026-02-15 21:22:41,2026-02-15 18:50:23
Agribank,4.7,2026-02-15 21:50:38,2026-02-15 18:50:23
Bắc Á,6.85,2026-02-15 21:50:38,2026-02-15 18:50:23
Bảo Việt,6.1,2026-02-15 21:50:38,2026-02-15 18:50:23
BIDV,5.2,2026-02-15 21:50:38,2026-02-15 18:50:23
GPBank,5.2,2026-02-15 21:50:38,2026-02-15 18:50:23
Hong Leong,4.6,2026-02-15 21:50:38,2026-02-15 18:50:23
Indovina,5.8,2026-02-15 21:50:38,2026-02-15 18:50:23
Kiên Long,5.5,2026-02-15 21:50:38,2026-02-15 18:50:23
MSB,5.3,2026-02-15 21:50:38,2026-02-15 18:50:23
MB,4.85,2026-02-15 21:50:38,2026-02-15 18:50:23
OCB,6.5,2026-02-15 21:50:38,2026-02-15 18:50:23
oceanbank,5.7,2026-02-15 21:50:38,2026-02-15 18:50:23
PGBank,7.2,2026-02-15 21:50:38,2026-02-15 18:50:23
PublicBank,6.5,2026-02-15 21:50:38,2026-02-15 18:50:23
PVcomBank,9.0,2026-02-15 21:50:38,2026-02-15 18:50:23
Saigonbank,6.3,2026-02-15 21:50:38,2026-02-15 18:50:23
SCB,3.7,2026-02-15 21:50:38,2026-02-15 18:50:23
SeABank,4.5,2026-02-15 21:50:38,2026-02-15 18:50:23
VCBNeo,5.3,2026-02-15 21:50:38,2026-02-15 18:50:23
VietCapitalBank,6.45,2026-02-15 21:50:38,2026-02-15 18:50:23
Vietcombank,4.6,2026-02-15 21:50:38,2026-02-15 18:50:23
VietinBank,5.2,2026-02-15 21:50:38,2026-02-15 18:50:23
VPBank,5.8,2026-02-15 21:50:38,2026-02-15 18:50:23
VRB,6.2,2026-02-15 21:50:38,2026-02-15 18:50:23
Agribank,4.7,2026-02-15 22:14:46,2026-02-15 18:50:23
Bắc Á,6.85,2026-02-15 22:14:46,2026-02-15 18:50:23
Bảo Việt,6.1,2026-02-15 22:14:46,2026-02-15 18:50:23
BIDV,5.2,2026-02-15 22:14:46,2026-02-15 18:50:23
GPBank,5.2,2026-02-15 22:14:46,2026-02-15 18:50:23
Hong Leong,4.6,2026-02-15 22:14:46,2026-02-15 18:50:23
Indovina,5.8,2026-02-15 22:14:46,2026-02-15 18:50:23
Kiên Long,5.5,2026-02-15 22:14:46,2026-02-15 18:50:23
MSB,5.3,2026-02-15 22:14:46,2026-02-15 18:50:23
MB,4.85,2026-02-15 22:14:46,2026-02-15 18:50:23
OCB,6.5,2026-02-15 22:14:46,2026-02-15 18:50:23
oceanbank,5.7,2026-02-15 22:14:46,2026-02-15 18:50:23
PGBank,7.2,2026-02-15 22:14:46,2026-02-15 18:50:23
PublicBank,6.5,2026-02-15 22:14:46,2026-02-15 18:50:23
PVcomBank,9.0,2026-02-15 22:14:46,2026-02-15 18:50:23
Saigonbank,6.3,2026-02-15 22:14:46,2026-02-15 18:50:23
